edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport,height,weight,sex,country,born,year,won_medal,gold,silver,bronze,total,is_host,host_noc
1984 Summer Olympics,21,JPN,Swimming,"200 metres Butterfly, Women",7205,Naoko Kume,48655,6,,False,170.0,61,Female,Japan,29 April 1963,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"200 metres Butterfly, Women",7205,Kiyomi Takahashi,48706,12,,False,157.0,52,Female,Japan,3 March 1966,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"200 metres Individual Medley, Women",7214,Hideka Koshimizu,48652,15,,False,167.0,62,Female,Japan,16 October 1964,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"400 metres Individual Medley, Women",7222,Hideka Koshimizu,48652,14,,False,167.0,62,Female,Japan,16 October 1964,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"4 × 100 metres Medley Relay, Women",7243,Naomi Sekido,48698,=7,,True,164.0,52,Female,Japan,18 March 1969,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"4 × 100 metres Medley Relay, Women",7243,Hiroko Nagasaki,48673,=7,,True,169.0,60,Female,Japan,27 July 1968,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"4 × 100 metres Medley Relay, Women",7243,Naoko Kume,48655,=7,,True,170.0,61,Female,Japan,29 April 1963,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Swimming,"4 × 100 metres Medley Relay, Women",7243,Kaori Yanase,48727,=7,,True,167.0,61,Female,Japan,24 September 1967,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Akihiro Iwashima,52545,7,,True,183.0,75,Male,Japan,23 April 1959,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Eizaburo Mitsuhashi,52565,7,,True,186.0,74,Male,Japan,5 January 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Hiroaki Okuno,52578,7,,True,187.0,84,Male,Japan,23 September 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Kazuya Mitake,52564,7,,True,186.0,78,Male,Japan,14 August 1951,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Kimio Sugimoto,52588,7,,True,185.0,77,Male,Japan,15 October 1957,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Koshi Sobu,52586,7,,True,192.0,81,Male,Japan,27 January 1959,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Minoru Iwata,52546,7,,True,197.0,87,Male,Japan,13 September 1957,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Shuji Yamada,52592,7,,True,187.0,76,Male,Japan,2 June 1956,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Shunichi Kawai,52551,7,,True,194.0,82,Male,Japan,3 February 1963,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Yasushi Furukawa,52541,7,,True,180.0,76,Male,Japan,28 May 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Mikiyasu Tanaka,52589,7,,True,195.0,89,Male,Japan,18 March 1955,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Men",37341,Eiji Shimomura,52584,7,,True,188.0,80,Male,Japan,31 October 1959,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Yumi Egami,52468,3,Bronze,True,175.0,63,Female,Japan,30 November 1957,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Kimie Morita,52498,3,Bronze,True,171.0,69,Female,Japan,27 February 1958,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Yuko Mitsuya,52495,3,Bronze,True,177.0,63,Female,Japan,29 July 1958,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Miyoko Hirose,52476,3,Bronze,True,170.0,59,Female,Japan,5 March 1959,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Kyoko Ishida,52480,3,Bronze,True,177.0,65,Female,Japan,12 July 1960,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Yoko Kagabu,52484,3,Bronze,True,170.0,64,Female,Japan,28 October 1960,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Norie Hiro,52475,3,Bronze,True,183.0,70,Female,Japan,26 July 1965,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Kayoko Sugiyama,52521,3,Bronze,True,178.0,69,Female,Japan,31 October 1961,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Sachiko Otani,52509,3,Bronze,True,177.0,78,Female,Japan,3 August 1965,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Keiko Miyajima,52496,3,Bronze,True,177.0,68,Female,Japan,24 September 1965,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Emiko Odaka,52505,3,Bronze,True,179.0,68,Female,Japan,14 December 1962,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Volleyball,"Volleyball, Women",37377,Kumi Nakada,52500,3,Bronze,True,175.0,62,Female,Japan,3 September 1965,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Etsuji Fujita,54369,11,,True,176.0,69,Male,Japan,12 July 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Yoshifumi Saito,54393,11,,True,178.0,77,Male,Japan,1 October 1958,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Koshi Fujimori,54366,11,,True,184.0,81,Male,Japan,19 December 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Shingo Kai,54376,11,,True,177.0,88,Male,Japan,8 January 1963,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Narihito Taima,54401,11,,True,177.0,74,Male,Japan,15 January 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Daisuke Houki,54373,11,,True,186.0,84,Male,Japan,7 March 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Toshio Fukumoto,54370,11,,True,180.0,80,Male,Japan,11 November 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Toshiyuki Miyahara,54386,11,,True,180.0,85,Male,Japan,9 April 1958,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Hisayoshi Nagata,54388,11,,True,174.0,73,Male,Japan,14 November 1962,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Koji Wakayoshi,54409,11,,True,181.0,78,Male,Japan,20 August 1961,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Hisaharu Saito,54392,11,,True,178.0,80,Male,Japan,6 November 1962,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Shinji Yamasaki,54411,11,,True,175.0,73,Male,Japan,13 November 1962,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Water Polo,"Water Polo, Men",38678,Asami Oura,120029,11,,True,177.0,70,Male,Japan,14 November 1962,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Flyweight, Men",29797,Kazushito Manabe,56189,3,Bronze,False,153.0,56,Male,Japan,12 October 1958,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Flyweight, Men",29797,Hidemi Miyashita,56195,4,,False,160.0,55,Male,Japan,11 May 1957,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Bantamweight, Men",29807,Masahiro Kotaka,56187,3,Bronze,False,156.0,56,Male,Japan,18 February 1960,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Bantamweight, Men",29807,Takashi Ichiba,56181,4,,False,152.0,58,Male,Japan,13 December 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Featherweight, Men",29816,Kaoru Wabiko,56221,4,,False,158.0,60,Male,Japan,20 October 1957,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Featherweight, Men",29816,Yosuke Muraki-Iwata,56197,5,,False,161.0,65,Male,Japan,19 January 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Lightweight, Men",29825,Choji Taira,56218,5,,False,163.0,70,Male,Japan,30 November 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Lightweight, Men",29825,Yasushige Sasaki,56212,6,,False,168.0,71,Male,Japan,12 October 1960,1984.0,False,10.0,8.0,14.0,32.0,False,USA
1984 Summer Olympics,21,JPN,Weightlifting,"Light-Heavyweight, Men",29843,Ryoji Isaoka,56180,3,Bronze,False,171.0,85,Male,Japan,18 February 1962,1984.0,True,10.0,8.0,14.0,32.0,False,USA
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Yukio Iketani,30587,=8,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Koichi Mizushima,30605,=10,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Daisuke Nishikawa,30609,13,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Toshiharu Sato,30613,26 r1/2,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Hiroyuki Konishi,30597,37 r1/2,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Men",70571,Takahiro Yamada,30626,=43 r1/2,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Yukio Iketani,30587,3,Bronze,True,166.0,61,Male,Japan,26 September 1970,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Koichi Mizushima,30605,3,Bronze,True,162.0,58,Male,Japan,1 August 1965,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Daisuke Nishikawa,30609,3,Bronze,True,163.0,58,Male,Japan,2 June 1970,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Toshiharu Sato,30613,3,Bronze,True,170.0,62,Male,Japan,19 March 1969,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Hiroyuki Konishi,30597,3,Bronze,True,167.0,59,Male,Japan,14 August 1963,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Men",70586,Takahiro Yamada,30626,3,Bronze,True,167.0,59,Male,Japan,9 June 1964,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Yukio Iketani,30587,=3,Bronze,False,166.0,61,Male,Japan,26 September 1970,1988.0,True,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Koichi Mizushima,30605,=19 r1/1,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Toshiharu Sato,30613,=30 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Daisuke Nishikawa,30609,=30 r1/1,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Hiroyuki Konishi,30597,=51 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Men",70593,Takahiro Yamada,30626,=68 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Yukio Iketani,30587,7,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Daisuke Nishikawa,30609,=22 r1/1,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Toshiharu Sato,30613,=26 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Koichi Mizushima,30605,=26 r1/1,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Hiroyuki Konishi,30597,=46 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Men",70595,Takahiro Yamada,30626,=60 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Toshiharu Sato,30613,=18 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Koichi Mizushima,30605,=18 r1/1,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Takahiro Yamada,30626,=29 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Daisuke Nishikawa,30609,=29 r1/1,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Yukio Iketani,30587,=29 r1/1,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Parallel Bars, Men",70597,Hiroyuki Konishi,30597,=50 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Yukio Iketani,30587,=9 r1/1,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Daisuke Nishikawa,30609,=9 r1/1,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Koichi Mizushima,30605,=12 r1/1,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Hiroyuki Konishi,30597,=35 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Takahiro Yamada,30626,=38 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horizontal Bar, Men",70599,Toshiharu Sato,30613,=56 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Yukio Iketani,30587,=21 r1/1,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Toshiharu Sato,30613,=21 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Daisuke Nishikawa,30609,=29 r1/1,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Koichi Mizushima,30605,=29 r1/1,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Takahiro Yamada,30626,=39 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Rings, Men",70601,Hiroyuki Konishi,30597,=46 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Koichi Mizushima,30605,4,,False,162.0,58,Male,Japan,1 August 1965,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Daisuke Nishikawa,30609,6,,False,163.0,58,Male,Japan,2 June 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Toshiharu Sato,30613,=12 r1/1,,False,170.0,62,Male,Japan,19 March 1969,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Hiroyuki Konishi,30597,=19 r1/1,,False,167.0,59,Male,Japan,14 August 1963,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Yukio Iketani,30587,=22 r1/1,,False,166.0,61,Male,Japan,26 September 1970,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Pommelled Horse, Men",70603,Takahiro Yamada,30626,=36 r1/1,,False,167.0,59,Male,Japan,9 June 1964,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Miho Shinoda,28792,34,,False,152.0,38,Female,Japan,18 May 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Mieko Mori,28773,63 r1/2,,False,151.0,43,Female,Japan,13 April 1966,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Maiko Morio,28775,=66 r1/2,,False,140.0,34,Female,Japan,18 February 1967,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Yuriko Nanahara,28777,71 r1/2,,False,158.0,45,Female,Japan,1 February 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Sachiko Morimura,28774,72 r1/2,,False,155.0,41,Female,Japan,28 January 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Individual All-Around, Women",70605,Makiko Sanada,28788,79 r1/2,,False,153.0,41,Female,Japan,25 November 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Miho Shinoda,28792,12,,True,152.0,38,Female,Japan,18 May 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Mieko Mori,28773,12,,True,151.0,43,Female,Japan,13 April 1966,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Maiko Morio,28775,12,,True,140.0,34,Female,Japan,18 February 1967,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Yuriko Nanahara,28777,12,,True,158.0,45,Female,Japan,1 February 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Sachiko Morimura,28774,12,,True,155.0,41,Female,Japan,28 January 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Team All-Around, Women",70616,Makiko Sanada,28788,12,,True,153.0,41,Female,Japan,25 November 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Mieko Mori,28773,=57 r1/1,,False,151.0,43,Female,Japan,13 April 1966,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Yuriko Nanahara,28777,=57 r1/1,,False,158.0,45,Female,Japan,1 February 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Maiko Morio,28775,=63 r1/1,,False,140.0,34,Female,Japan,18 February 1967,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Miho Shinoda,28792,=70 r1/1,,False,152.0,38,Female,Japan,18 May 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Sachiko Morimura,28774,75 r1/1,,False,155.0,41,Female,Japan,28 January 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Floor Exercise, Women",70621,Makiko Sanada,28788,78 r1/1,,False,153.0,41,Female,Japan,25 November 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Miho Shinoda,28792,=63 r1/1,,False,152.0,38,Female,Japan,18 May 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Makiko Sanada,28788,=68 r1/1,,False,153.0,41,Female,Japan,25 November 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Sachiko Morimura,28774,=73 r1/1,,False,155.0,41,Female,Japan,28 January 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Yuriko Nanahara,28777,76 r1/1,,False,158.0,45,Female,Japan,1 February 1972,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Mieko Mori,28773,78 r1/1,,False,151.0,43,Female,Japan,13 April 1966,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
1988 Summer Olympics,22,JPN,Artistic Gymnastics,"Horse Vault, Women",70623,Maiko Morio,28775,=81 r1/1,,False,140.0,34,Female,Japan,18 February 1967,1988.0,False,4.0,3.0,7.0,14.0,False,KOR
