edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport,height,weight,sex,country,born,year,won_medal,gold,silver,bronze,total,is_host,host_noc
1924 Summer Olympics,8,BRA,Athletics,"800 metres, Men",57375,Alfredo Gomes,65594,DNS,,False,181.0,70,Male,Brazil,16 January 1899,1924.0,False,,,,,False,FRA
1924 Summer Olympics,8,BRA,Athletics,"1,500 metres, Men",57390,Alfredo Gomes,65594,DNS,,False,181.0,70,Male,Brazil,16 January 1899,1924.0,False,,,,,False,FRA
1924 Summer Olympics,8,BRA,Athletics,"5,000 metres, Men",57399,Alfredo Gomes,65594,9 h1 r1/2,,False,181.0,70,Male,Brazil,16 January 1899,1924.0,False,,,,,False,FRA
1924 Summer Olympics,8,BRA,Athletics,"3,000 metres Steeplechase, Men",57436,Alfredo Gomes,65594,DNS,,False,181.0,70,Male,Brazil,16 January 1899,1924.0,False,,,,,False,FRA
1924 Summer Olympics,8,BRA,Athletics,"Cross-Country, Individual, Men",57406,Alfredo Gomes,65594,DNF,,False,181.0,70,Male,Brazil,16 January 1899,1924.0,False,,,,,False,FRA
1932 Summer Olympics,10,BRA,Athletics,"100 metres, Men",57919,José de Almeida,65553,4 h4 r2/4,,False,174.0,68,Male,Brazil,4 October 1904,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"200 metres, Men",57937,José de Almeida,65553,DNS,,False,174.0,68,Male,Brazil,4 October 1904,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"Marathon, Men",57989,Matheus Marcondes,65602,DNF,,False,165.0,58,Male,Brazil,November 1903,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"110 metres Hurdles, Men",57990,Sylvio Padilha,65564,4 h1 r1/3,,False,183.0,73,Male,Brazil,5 June 1909,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"400 metres Hurdles, Men",58000,Sylvio Padilha,65564,4 h2 r1/3,,False,183.0,73,Male,Brazil,5 June 1909,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"4 × 100 metres Relay, Men",58016,José de Almeida,65553,DNS,,True,174.0,68,Male,Brazil,4 October 1904,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"4 × 100 metres Relay, Men",58016,Sylvio Padilha,65564,DNS,,True,183.0,73,Male,Brazil,5 June 1909,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"4 × 400 metres Relay, Men",58021,José de Almeida,65553,DNS,,True,174.0,68,Male,Brazil,4 October 1904,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"4 × 400 metres Relay, Men",58021,Sylvio Padilha,65564,DNS,,True,183.0,73,Male,Brazil,5 June 1909,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"High Jump, Men",58026,Lúcio de Castro,65559,DNS,,False,176.0,64,Male,Brazil,1 October 1910,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"Pole Vault, Men",58031,Lúcio de Castro,65559,6,,False,176.0,64,Male,Brazil,1 October 1910,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"Shot Put, Men",58052,Carmine Giorgi,65575,DNS,,False,173.0,138,Male,Brazil,12 October 1910,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"Discus Throw, Men",58059,Carmine Giorgi,65575,DNS,,False,173.0,138,Male,Brazil,12 October 1910,1932.0,False,,,,,False,USA
1932 Summer Olympics,10,BRA,Athletics,"Hammer Throw, Men",58066,Carmine Giorgi,65575,13,,False,173.0,138,Male,Brazil,12 October 1910,1932.0,False,,,,,False,USA
1936 Summer Olympics,11,BRA,Athletics,"100 metres, Men",58143,José de Almeida,65553,3 h12 r1/4,,False,174.0,68,Male,Brazil,4 October 1904,1936.0,False,,,,,False,GER
1936 Summer Olympics,11,BRA,Athletics,"200 metres, Men",58166,José de Almeida,65553,5 h1 r1/4,,False,174.0,68,Male,Brazil,4 October 1904,1936.0,False,,,,,False,GER
1936 Summer Olympics,11,BRA,Athletics,"400 metres Hurdles, Men",58244,Sylvio Padilha,65564,5,,False,183.0,73,Male,Brazil,5 June 1909,1936.0,False,,,,,False,GER
1936 Summer Olympics,11,BRA,Athletics,"Long Jump, Men",58318,Márcio de Oliveira,65568,15,,False,182.0,70,Male,Brazil,27 November 1912,1936.0,False,,,,,False,GER
1948 Summer Olympics,12,BRA,Athletics,"100 metres, Men",58482,Hélio da Silva,65538,4 h8 r1/4,,False,185.0,72,Male,Brazil,2 December 1923,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"4 × 100 metres Relay, Men",58615,Hélio da Silva,65538,3 h1 r1/2,,True,185.0,72,Male,Brazil,2 December 1923,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"4 × 100 metres Relay, Men",58615,Geraldo de Oliveira,65566,3 h1 r1/2,,True,180.0,65,Male,Brazil,30 October 1919,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"Long Jump, Men",58642,Geraldo de Oliveira,65566,DNS,,False,180.0,65,Male,Brazil,30 October 1919,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"Triple Jump, Men",58659,Geraldo de Oliveira,65566,5,,False,180.0,65,Male,Brazil,30 October 1919,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"Triple Jump, Men",58659,Adhemar da Silva,65541,8,,False,178.0,69,Male,Brazil,29 September 1927,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"Triple Jump, Men",58659,Hélio da Silva,65538,11,,False,185.0,72,Male,Brazil,2 December 1923,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"100 metres, Women",58767,Elizabeth Müller,65510,4 h5 r1/3,,False,176.0,69,Female,Brazil,6 March 1926,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"4 × 100 metres Relay, Women",58806,Elizabeth Müller,65510,4 h1 r1/2,,True,176.0,69,Female,Brazil,6 March 1926,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"High Jump, Women",58812,Elizabeth Müller,65510,=17,,False,176.0,69,Female,Brazil,6 March 1926,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Athletics,"Shot Put, Women",58821,Elizabeth Müller,65510,NP r1/2,,False,176.0,69,Female,Brazil,6 March 1926,1948.0,False,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Basketball,"Basketball, Men",31863, Algodão,5964,3,Bronze,True,183.0,77,Male,Brazil,1 March 1925,1948.0,True,0.0,0.0,1.0,1.0,False,GBR
1948 Summer Olympics,12,BRA,Basketball,"Basketball, Men",31863,Nilton Pacheco,6798,3,Bronze,True,180.0,78,Male,Brazil,26 July 1920,1948.0,True,0.0,0.0,1.0,1.0,False,GBR
1952 Summer Olympics,13,BRA,Athletics,"200 metres, Men",58849,José da Conceição,65526,DNS,,False,186.0,74,Male,Brazil,23 May 1931,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"400 metres, Men",58880,Argemiro Roque,65621,3 h12 r1/4,,False,180.0,64,Male,Brazil,30 October 1923,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"800 metres, Men",58903,Argemiro Roque,65621,5 h6 r1/3,,False,180.0,64,Male,Brazil,30 October 1923,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"110 metres Hurdles, Men",58938,Wilson Gomes,65521,DNS,,False,185.0,73,Male,Brazil,3 July 1930,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"400 metres Hurdles, Men",58950,Wilson Gomes,65521,6 h2 r2/4,,False,185.0,73,Male,Brazil,3 July 1930,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"4 × 100 metres Relay, Men",58981,Wilson Gomes,65521,DNS,,True,185.0,73,Male,Brazil,3 July 1930,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"4 × 100 metres Relay, Men",58981,José da Conceição,65526,DNS,,True,186.0,74,Male,Brazil,23 May 1931,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"4 × 100 metres Relay, Men",58981,Geraldo de Oliveira,65566,DNS,,True,180.0,65,Male,Brazil,30 October 1919,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"4 × 100 metres Relay, Men",58981,Ary Façanha,65570,DNS,,True,170.0,52,Male,Brazil,1 April 1928,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"High Jump, Men",58997,José da Conceição,65526,3,Bronze,False,186.0,74,Male,Brazil,23 May 1931,1952.0,True,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Long Jump, Men",59021,Ary Façanha,65570,4,,False,170.0,52,Male,Brazil,1 April 1928,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Long Jump, Men",59021,Geraldo de Oliveira,65566,23 r1/2,,False,180.0,65,Male,Brazil,30 October 1919,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Triple Jump, Men",59030,Adhemar da Silva,65541,1,Gold,False,178.0,69,Male,Brazil,29 September 1927,1952.0,True,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Triple Jump, Men",59030,Geraldo de Oliveira,65566,7,,False,180.0,65,Male,Brazil,30 October 1919,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Triple Jump, Men",59030,José da Conceição,65526,17 r1/2,,False,186.0,74,Male,Brazil,23 May 1931,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"80 metres Hurdles, Women",59173,Wanda dos Santos,65501,5 h2 r2/3,,False,159.0,60,Female,Brazil,1 June 1932,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Athletics,"Long Jump, Women",59203,Wanda dos Santos,65501,21,,False,159.0,60,Female,Brazil,1 June 1932,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Basketball,"Basketball, Men",31969, Zé Luiz,5963,6,,True,195.0,94,Male,Brazil,1 March 1929,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Basketball,"Basketball, Men",31969, Algodão,5964,6,,True,183.0,77,Male,Brazil,1 March 1925,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Fencing,"Épée, Individual, Men",86533,Darío do Amaral,21338,5 p2 r1/4,,False,174.0,78,Male,Brazil,23 May 1932,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Fencing,"Épée, Team, Men",86618,Darío do Amaral,21338,3 p3 r1/4,,True,174.0,78,Male,Brazil,23 May 1932,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Swimming,"4 × 200 metres Freestyle Relay, Men",5307,João Gonçalves Filho,45640,15,,True,175.0,81,Male,Brazil,7 December 1934,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Swimming,"100 metres Backstroke, Men",5282,João Gonçalves Filho,45640,=11,,False,175.0,81,Male,Brazil,7 December 1934,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1952 Summer Olympics,13,BRA,Weightlifting,"Middle-Heavyweight, Men",29057,Bruno Barabani,55269,14,,False,182.0,90,Male,Brazil,26 July 1932,1952.0,False,1.0,0.0,2.0,3.0,False,FIN
1956 Summer Olympics,14,BRA,Athletics,"100 metres, Men",59241,João Pires Sobrinho,65627,3 h10 r1/4,,False,178.0,73,Male,Brazil,6 October 1934,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"100 metres, Men",59241,Jorge de Barros,65557,4 h2 r1/4,,False,178.0,73,Male,Brazil,26 April 1935,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"200 metres, Men",59264,José da Conceição,65526,6,,False,186.0,74,Male,Brazil,23 May 1931,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"200 metres, Men",59264,Jorge de Barros,65557,5 h4 r2/4,,False,178.0,73,Male,Brazil,26 April 1935,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"200 metres, Men",59264,João Pires Sobrinho,65627,3 h5 r1/4,,False,178.0,73,Male,Brazil,6 October 1934,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"4 × 100 metres Relay, Men",59360,João Pires Sobrinho,65627,6 h1 r2/3,,True,178.0,73,Male,Brazil,6 October 1934,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"4 × 100 metres Relay, Men",59360,José da Conceição,65526,6 h1 r2/3,,True,186.0,74,Male,Brazil,23 May 1931,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"4 × 100 metres Relay, Men",59360,Ary Façanha,65570,6 h1 r2/3,,True,170.0,52,Male,Brazil,1 April 1928,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"4 × 100 metres Relay, Men",59360,Jorge de Barros,65557,6 h1 r2/3,,True,178.0,73,Male,Brazil,26 April 1935,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"4 × 100 metres Relay, Men",59360,Adhemar da Silva,65541,6 h1 r2/3,,True,178.0,69,Male,Brazil,29 September 1927,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"High Jump, Men",59376,José da Conceição,65526,=21,,False,186.0,74,Male,Brazil,23 May 1931,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"Long Jump, Men",59403,Ary Façanha,65570,20 r1/2,,False,170.0,52,Male,Brazil,1 April 1928,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Athletics,"Triple Jump, Men",59415,Adhemar da Silva,65541,1,Gold,False,178.0,69,Male,Brazil,29 September 1927,1956.0,True,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044, Amaury,6821,6,,True,190.0,90,Male,Brazil,11 December 1935,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044,Edson Bispo,5736,6,,True,195.0,86,Male,Brazil,27 May 1935,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044,Jamil Gedeão,6165,6,,True,190.0,83,Male,Brazil,19 April 1931,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044, Zé Luiz,5963,6,,True,195.0,94,Male,Brazil,1 March 1929,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044,Wlamir Marques,5090,6,,True,185.0,80,Male,Brazil,16 July 1936,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Basketball,"Basketball, Men",32044, Algodão,5964,6,,True,183.0,77,Male,Brazil,1 March 1925,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Swimming,"100 metres Backstroke, Men",5405,João Gonçalves Filho,45640,20,,False,175.0,81,Male,Brazil,7 December 1934,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1956 Summer Olympics,14,BRA,Weightlifting,"Middle-Heavyweight, Men",29158,Bruno Barabani,55269,12,,False,182.0,90,Male,Brazil,26 July 1932,1956.0,False,1.0,0.0,0.0,1.0,False,AUS
1960 Summer Olympics,15,BRA,Athletics,"100 metres, Men",59618,Affonso da Silva,65537,4 h4 r1/4,,False,163.0,57,Male,Brazil,24 July 1934,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"200 metres, Men",59638,José da Conceição,65526,6 h2 r2/4,,False,186.0,74,Male,Brazil,23 May 1931,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"400 metres, Men",59661,Anubes da Silva,65540,4 h3 r1/4,,False,179.0,70,Male,Brazil,26 September 1935,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"400 metres Hurdles, Men",59733,Anubes da Silva,65540,3 h1 r1/3,,False,179.0,70,Male,Brazil,26 September 1935,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"3,000 metres Steeplechase, Men",59745,Sebastião Mendes,923382,DNS,,False,179.0,66,Male,Brazil,17 January 1930,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"Long Jump, Men",59806,José da Conceição,65526,DNS,,False,186.0,74,Male,Brazil,23 May 1931,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"Triple Jump, Men",59827,Adhemar da Silva,65541,14,,False,178.0,69,Male,Brazil,29 September 1927,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Athletics,"80 metres Hurdles, Women",59989,Wanda dos Santos,65501,4 h2 r1/3,,False,159.0,60,Female,Brazil,1 June 1932,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Algodão,5964,3,Bronze,True,183.0,77,Male,Brazil,1 March 1925,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Rosa Branca,5978,3,Bronze,True,190.0,89,Male,Brazil,19 July 1940,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Mosquito,6022,3,Bronze,True,178.0,80,Male,Brazil,4 January 1939,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115,Wlamir Marques,5090,3,Bronze,True,185.0,80,Male,Brazil,16 July 1936,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Amaury,6821,3,Bronze,True,190.0,90,Male,Brazil,11 December 1935,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Succar,7037,3,Bronze,True,200.0,100,Male,Brazil,14 June 1939,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115, Jatyr,7068,3,Bronze,True,186.0,85,Male,Brazil,18 October 1938,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Basketball,"Basketball, Men",32115,Edson Bispo,5736,3,Bronze,True,195.0,86,Male,Brazil,27 May 1935,1960.0,True,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Rowing,"Coxed Fours, Men",158367,Harry Klein,35845,4 h1 r2/4,,True,178.0,80,Male,Brazil,1 January 1942,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Water Polo,"Water Polo, Men",38341,João Gonçalves Filho,45640,=13,,True,175.0,81,Male,Brazil,7 December 1934,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1960 Summer Olympics,15,BRA,Weightlifting,"Middle-Heavyweight, Men",29256,Bruno Barabani,55269,=15,,False,182.0,90,Male,Brazil,26 July 1932,1960.0,False,0.0,0.0,2.0,2.0,False,ITA
1964 Summer Olympics,16,BRA,Athletics,"High Jump, Women",60422,Aída dos Santos,65502,4,,False,173.0,68,Female,Brazil,1 March 1937,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Amaury,6821,3,Bronze,True,190.0,90,Male,Brazil,11 December 1935,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187,Wlamir Marques,5090,3,Bronze,True,185.0,80,Male,Brazil,16 July 1936,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Bira,6846,3,Bronze,True,196.0,96,Male,Brazil,18 January 1944,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Mosquito,6022,3,Bronze,True,178.0,80,Male,Brazil,4 January 1939,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Jatyr,7068,3,Bronze,True,186.0,85,Male,Brazil,18 October 1938,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Rosa Branca,5978,3,Bronze,True,190.0,89,Male,Brazil,19 July 1940,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187,Edson Bispo,5736,3,Bronze,True,195.0,86,Male,Brazil,27 May 1935,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Succar,7037,3,Bronze,True,200.0,100,Male,Brazil,14 June 1939,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Fritz,5786,3,Bronze,True,193.0,92,Male,Brazil,18 July 1941,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187,Victor Mirshawka,6674,3,Bronze,True,189.0,83,Male,Brazil,27 April 1941,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187, Sérgio Macarrão,5980,3,Bronze,True,191.0,88,Male,Brazil,24 February 1945,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Basketball,"Basketball, Men",32187,Edvar Simões,6050,3,Bronze,True,185.0,80,Male,Brazil,23 April 1943,1964.0,True,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Swimming,"100 metres Freestyle, Men",5654,Álvaro Pires,45622,=36,,False,185.0,84,Male,Brazil,13 August 1941,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Swimming,"4 × 100 metres Medley Relay, Men",5756,Álvaro Pires,45622,13,,True,185.0,84,Male,Brazil,13 August 1941,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000, Feitosa,52055,7,,True,180.0,75,Male,Brazil,8 June 1941,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Carlos Nuzman,52095,7,,True,185.0,78,Male,Brazil,17 March 1942,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Décio de Azevedo,52116,7,,True,184.0,74,Male,Brazil,12 October 1939,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Hamilton de Oliveira,52088,7,,True,182.0,70,Male,Brazil,20 May 1934,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Josias Ramalho,52075,7,,True,182.0,70,Male,Brazil,29 August 1937,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,José da Costa,52111,7,,True,185.0,76,Male,Brazil,10 January 1941,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Marco Antônio Volpi,52117,7,,True,187.0,85,Male,Brazil,1 July 1943,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Emanuel Newdon,52077,7,,True,192.0,82,Male,Brazil,25 December 1937,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,Víctor Barcellos,52058,7,,True,177.0,73,Male,Brazil,26 June 1942,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Volleyball,"Volleyball, Men",37000,João França,52079,7,,True,185.0,76,Male,Brazil,1 January 1943,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Water Polo,"Water Polo, Men",38391,Ivo Carotini,53551,13,,True,178.0,76,Male,Brazil,16 February 1942,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Water Polo,"Water Polo, Men",38391,João Gonçalves Filho,45640,13,,True,175.0,81,Male,Brazil,7 December 1934,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1964 Summer Olympics,16,BRA,Water Polo,"Water Polo, Men",38391,Pedro Pinciroli Júnior,53560,13,,True,188.0,89,Male,Brazil,16 December 1943,1964.0,False,0.0,0.0,1.0,1.0,False,JPN
1968 Summer Olympics,17,BRA,Athletics,"Triple Jump, Men",60729,Nélson Prudêncio,65613,2,Silver,False,182.0,71,Male,Brazil,4 April 1944,1968.0,True,0.0,1.0,2.0,3.0,False,MEX
1968 Summer Olympics,17,BRA,Athletics,"400 metres, Women",60883,Irenice Maria Rodrigues,2305348,DNS,,False,163.0,55,Female,Brazil,19 July 1943,1968.0,False,0.0,1.0,2.0,3.0,False,MEX
1968 Summer Olympics,17,BRA,Athletics,"800 metres, Women",60893,Irenice Maria Rodrigues,2305348,DNS,,False,163.0,55,Female,Brazil,19 July 1943,1968.0,False,0.0,1.0,2.0,3.0,False,MEX
1968 Summer Olympics,17,BRA,Athletics,"High Jump, Women",60919,Maria Cipriano,65492,11,,False,168.0,55,Female,Brazil,18 December 1943,1968.0,False,0.0,1.0,2.0,3.0,False,MEX
1968 Summer Olympics,17,BRA,Athletics,"Pentathlon, Women",60985,Aída dos Santos,65502,20,,False,173.0,68,Female,Brazil,1 March 1937,1968.0,False,0.0,1.0,2.0,3.0,False,MEX
